3513.9797,12904.9562
3513.9802,12904.956
3513.9807,12904.9558
3513.9813,12904.9556
3513.9814,12904.9556
3513.9815,12904.9555
3513.9816,12904.9555
3513.9817,12904.9556
3513.9815,12904.9557
3513.9813,12904.9559
3513.9812,12904.9561
3513.981,12904.9564
3513.9809,12904.9567
3513.9809,12904.957
3513.9807,12904.9573
3513.9808,12904.958
3513.9808,12904.9583
3513.9807,12904.9587
3513.9807,12904.959
3513.9806,12904.9591
3513.9804,12904.959
3513.9814,12904.9569
3513.9806,12904.9523
3513.9833,12904.9528
3513.9842,12904.9524
3513.9847,12904.9523
3513.9852,12904.9523
3513.9855,12904.9523
3513.9858,12904.9522
3513.9861,12904.9523
3513.9862,12904.9522
3513.9862,12904.9519
3513.9861,12904.9518
3513.9857,12904.9522
3513.9854,12904.9528
3513.9851,12904.9532
3513.985,12904.9532
3513.9852,12904.9532
3513.9855,12904.9533
3513.9857,12904.9532
3513.9855,12904.9531
3513.9854,12904.9538
3513.9844,12904.9539
3513.9841,12904.9537
3513.984,12904.9535
3513.984,12904.9534
3513.9838,12904.9536
3513.9834,12904.9537
3513.9833,12904.9536
3513.9832,12904.9536
3513.9828,12904.9534
3513.9824,12904.9534
3513.9823,12904.9532
3513.982,12904.9531
3513.9816,12904.9531
3513.981,12904.9534
3513.9805,12904.9533
3513.98,12904.9532
3513.9795,12904.9531
3513.979,12904.953
3513.9783,12904.9528
3513.9777,12904.9527
3513.9765,12904.9532
3513.975,12904.9532
3513.9737,12904.9533
3513.9724,12904.9537
3513.9707,12904.9545
3513.9692,12904.955
3513.9676,12904.9557
3513.966,12904.9563
3513.9647,12904.9575
3513.9633,12904.9586
3513.9618,12904.9594
3513.9605,12904.9599
3513.9593,12904.9602
3513.9582,12904.9608
3513.9572,12904.9612
3513.9563,12904.9616
3513.9555,12904.9618
3513.9546,12904.9621
3513.9537,12904.9622
3513.9528,12904.9623
3513.9518,12904.9624
3513.9509,12904.9626
3513.95,12904.9629
3513.949,12904.9629
3513.948,12904.9628
3513.9471,12904.9629
3513.946,12904.9622
3513.945,12904.9617
3513.944,12904.9611
3513.943,12904.9601
3513.9421,12904.9597
3513.9414,12904.9592
3513.9406,12904.958
3513.9396,12904.9567
3513.9388,12904.9559
3513.938,12904.9553
3513.9373,12904.9548
3513.9367,12904.9544
3513.9362,12904.9537
3513.9359,12904.9529
3513.9353,12904.9524
3513.9349,12904.9517
3513.9342,12904.9514
3513.9336,12904.9512
3513.933,12904.951
3513.9323,12904.9509
3513.9317,12904.9507
3513.931,12904.9506
3513.9303,12904.9505
3513.9297,12904.9504
3513.9295,12904.9505
3513.9298,12904.9513
3513.9292,12904.9512
3513.9288,12904.951
3513.9282,12904.9509
3513.9276,12904.9507
3513.927,12904.9506
3513.9263,12904.9507
3513.9256,12904.9507
3513.9251,12904.9507
3513.9246,12904.9508
3513.9243,12904.9509
3513.9238,12904.9509
3513.9234,12904.9509
3513.9228,12904.951
3513.9222,12904.951
3513.9217,12904.951
3513.9211,12904.9511
