3513.9206,12904.9512
3513.92,12904.9513
3513.9196,12904.9513
3513.9191,12904.9514
3513.9184,12904.9514
3513.9176,12904.9516
3513.9167,12904.9516
3513.9158,12904.9516
3513.9148,12904.9519
3513.914,12904.9521
3513.9133,12904.9523
3513.9129,12904.9523
3513.9122,12904.9523
3513.9117,12904.9524
3513.9113,12904.9524
3513.9108,12904.9525
3513.9103,12904.9528
3513.9101,12904.953
3513.9099,12904.9533
3513.9099,12904.953
3513.9095,12904.9531
3513.9093,12904.9534
3513.9093,12904.9538
3513.9087,12904.9544
3513.9082,12904.9553
3513.9079,12904.9557
3513.9076,12904.956
3513.9071,12904.9565
3513.9067,12904.9569
3513.906,12904.9572
3513.9049,12904.9583
3513.904,12904.9593
3513.9028,12904.9604
3513.9017,12904.9613
3513.9008,12904.9621
3513.9,12904.9627
3513.8993,12904.9632
3513.8987,12904.9635
3513.8981,12904.9641
3513.8975,12904.9645
3513.897,12904.965
3513.8965,12904.9653
3513.8959,12904.9656
3513.8957,12904.966
3513.8955,12904.9662
3513.8953,12904.9664
3513.8948,12904.9666
3513.8943,12904.9671
3513.8936,12904.9678
3513.8932,12904.968
3513.8929,12904.9683
3513.8924,12904.9684
3513.8921,12904.9687
3513.8914,12904.9688
3513.8907,12904.9689
3513.8902,12904.969
3513.8898,12904.9692
3513.8895,12904.9692
3513.8892,12904.9693
3513.889,12904.9689
3513.8888,12904.9688
3513.8887,12904.9687
3513.8884,12904.9689
3513.8879,12904.9691
3513.8871,12904.9693
3513.8868,12904.9694
3513.8862,12904.9694
3513.8855,12904.9697
3513.8853,12904.9693
3513.8846,12904.9694
3513.884,12904.9696
3513.8829,12904.9704
3513.8824,12904.9701
3513.8816,12904.9702
3513.8807,12904.9703
3513.88,12904.9701
3513.8793,12904.9697
3513.8786,12904.9693
3513.8778,12904.969
3513.8771,12904.9688
3513.8763,12904.9686
3513.8754,12904.9687
3513.8747,12904.9688
3513.8738,12904.9688
3513.8729,12904.9685
3513.8718,12904.9679
3513.8711,12904.9677
3513.8704,12904.9674
3513.8698,12904.9672
3513.8688,12904.9666
3513.8682,12904.9662
3513.8675,12904.9658
3513.8665,12904.9654
3513.8657,12904.9651
3513.8648,12904.9648
3513.864,12904.9645
3513.8633,12904.9642
3513.8626,12904.9638
3513.8621,12904.9634
3513.8622,12904.9632
3513.8621,12904.9631
3513.8622,12904.9631
3513.8622,12904.963
3513.8619,12904.9629
3513.8617,12904.9628
3513.8619,12904.9629
3513.8619,12904.9628
3513.8618,12904.9624
3513.8617,12904.962
3513.8613,12904.9615
3513.8609,12904.961
3513.8604,12904.9608
3513.8595,12904.9613
3513.8585,12904.9616
3513.8577,12904.9617
3513.857,12904.9617
3513.8565,12904.9615
3513.8558,12904.9613
3513.855,12904.9612
3513.8542,12904.9608
3513.8536,12904.9605
3513.8532,12904.9602
3513.8529,12904.9599
3513.8526,12904.9596
3513.8521,12904.9593
3513.8517,12904.9591
3513.8518,12904.9588
3513.8522,12904.9584
3513.8527,12904.9581
3513.8525,12904.958
3513.8521,12904.9576
3513.8522,12904.9576
3513.8517,12904.9585
3513.8515,12904.959
3513.8509,12904.9598
3513.8508,12904.9598
3513.8507,12904.9599
3513.8506,12904.9599
3513.8506,12904.9599
